"Premises","Hypothesis","GoldLabel"
"(A man in orange scarf; sits; in a yoga; T:pose in the grass) ||| (A man in a black jacket; sits; in a yoga; T:pose in the grass)","The man is going for a jog.","contradiction"
"(A brown dog; is splashing; L:in the water) ||| (A black dog; is splashing; L:in the water) ||| (A brown dog; is running; ) ||| (A black dog; is running; )","The water has frozen and turned to ice.","contradiction"
"(the cats; circled; him) ||| (The man; kneeled; down)","A man is surrounded by feral cats.","neutral"
"(a small bird; standing; on the table) ||| (An older woman; is having; drinks; T:while being greeted by a small bird)","The small bird is flying around.","contradiction"
"(A baby girl; sleeps; with piles of blankets next to her) ||| (A baby girl; sleeps; with piles of clothes next to her)","A messy girl is sleeping near her dirty pile of cloths and is snoring","neutral"
"(two bike; carrying; baskets of fruit) ||| (A group of men; sit; along a blue wall next to two bike)","the women ate the fruit on the bike.","contradiction"
"(the street; surounded; by buildings) ||| (The man; is standing; on the street)","A young boy is sitting in the middle of the street","contradiction"
"(A family of three , with a baby; is standing; outside; L:in a park) ||| (A family of three , with two parents; is standing; outside; L:in a park)","The family stood outside in a park waiting on their friends.","neutral"
"(A man; sings; ) ||| (A man in overalls; plays; the guitar)","The man is a musician.","entailment"
"(a drink; sitting; on a table; L:in front of her) ||| (A woman in a black shirt; looks; off; into the distance with a drink)","A woman is going for a walk.","contradiction"
"(two children in uniforms; are walking; L:in a park) ||| (A woman; are walking; L:in a park)","A woman and her family enjoying a summer day.","neutral"
"(A little girl; standing; in a pool) ||| (A little girl; jumps; into the arms of her mother)","A woman is wet.","entailment"
"(helmets; run; L:on a field) ||| (Six children in lacrosse uniforms; run; )","The children are playing football.","contradiction"
"(A race car; colored; L:in white awaits; to start a race) ||| (A race car; colored; L:in red awaits; to start a race)","The car has a driver in it.","neutral"
"(a black backpack; is walking; L:near a rocky wall) ||| (A person with a red hooded jacket; is walking; L:near a rocky wall)","The person is going to bed.","contradiction"
"(sunglasses; runs; through a wooded area) ||| (A young woman in a red top; runs; through a wooded area)","A young woman is running outside to meet a friend.","neutral"
"(Two woman; wearing; sunglasses making an oh face) ||| (the blond; is looking; at the camera) ||| (Two woman; walking; )","One lady makes a shocked face at the camera as the photographer tells the women they are lost.","neutral"
"(a girl; lying; on the ground) ||| (A woman; is holding; a picture of a girl)","An extra-terrestrial is holding a picture of a 12 year old girl lying on the ground.","contradiction"
"(a girl; wearing; brown sunglasses) ||| (A girl with yellow sunglasses; is laying; on the ground)","two girls are doing cartwheels","contradiction"
"(one; is jumping; L:in the air) ||| (Two children; are playing; )","The children are both sitting down.","contradiction"
"(one; is wearing; a pink swim cap) ||| (Two children; splash; through the water)","The children are sibling.s","neutral"
"(two preteen girls; doing; crafts) ||| (two preteen girls; doing; arts)","Two girls are making fun decorations for Christmas.","neutral"
"(A woman with bright hot pink shoes; is sitting; at a table drinking coffee) ||| (A woman with bright hot pink shoes; is sitting; at a table drinking water) ||| (A woman with a light purple dress; is sitting; at a table drinking coffee) ||| (A woman with a light purple dress; is sitting; at a table drinking water)","A man in a suit and tie enjoys a business lunch at a fancy restaurant.","contradiction"
"(a store; selling; history books) ||| (a store; selling; art books) ||| (A couple; walks; down an isles; L:at a store)","There are two people walking inside a store that sells art and history books.","entailment"
"(A man in jeans; breakdancing; L:in a city street with a crowd watching) ||| (A man in a white shirt; breakdancing; L:in a city street with a crowd watching)","A man is break dancing and collecting a lot of money from a crowd.","neutral"
"(A group of men; sit together; ) ||| (A group of young women; sit together; ) ||| (some; are eating; )","Nobody is sitting.","contradiction"
"(A man; bending; over playing with his dog) ||| (A man; bending; over holding a tennis ball)","The man and his dog are playing basketball at the gym.","contradiction"
"(A man; services; a white hot rod dragster car) ||| (A man; services; a red hot rod dragster car)","The man is tuning up the car for a race.","neutral"
"(a basketball player; wearing; a white jersey; T:while running down the court) ||| (a basketball player; wearing; a red jersey; T:while running down the court)","A soccer player is running down the field.","contradiction"
"(one; snaps; a photo as a man jumps off of a bridge) ||| (Spectators; watch; )","The man jumped over the moon.","contradiction"
"(a man; playing; a flute; L:on the sidewalk) ||| (Three people; walk; past a man)","The people are all scattering as the thunderstorm quickly moves in.","contradiction"
"(number eight; is making; a run for first) ||| (Greyhound; are racing; L:on a track)","The dogs are racing.","entailment"
"(a black tank top; is riding; a bike; L:along the beach) ||| (A lady in white shorts; is riding; a bike; L:along the beach)","a man lifts weights inside","contradiction"
"(beard; poses; on a expansive beach with an orange sand bucket on his head) ||| (Man with a shaved head; poses; on a expansive beach with an orange sand bucket on his head)","There are big waves hitting the beach.","neutral"
"(A blond woman with a black high heels; stands; on the street) ||| (A blond woman with a ponytail high heels; stands; on the street)","A woman is standing outside","entailment"
"(blue pants; kneeling; L:in the street; to capture photos) ||| (white t - shir; kneeling; L:in the street; to capture photos) ||| (A tourist wearing a hat; kneeling; L:in the street; to capture photos)","A woman takes her daughter to school.","contradiction"
"(An older man; reading; a newspaper) ||| (An older man in a beige jacket; is standing; outside an old building)","a man sits in chair","contradiction"
"(a structure; made; of stone) ||| (Two women in skirts; are standing; next to a structure)","The two women are waiting for their friend to come out of the building.","neutral"
"(There; is a man with; blue dress coat) ||| (a man with blue dress coat; playing; an accordion; L:in front of a sign) ||| (There; is a man with; a fedora hat) ||| (a fedora hat; playing; an accordion; L:in front of a sign)","The man is playing the piano.","contradiction"
"(black bowtie; surrounded; by his fellow musicians from the orchestra) ||| (A; seated; a black suit with black bowtie) ||| (white shirt; surrounded; ) ||| (A; seated; a black suit with white shirt) ||| (A seated male cello player; wearing; glasses)","The cello player is sitting second chair.","neutral"
"(A man in a red shirt; is playing; the guitar) ||| (A man in a white cowboy hat; is playing; the guitar) ||| (A man in a red shirt; is singing; ) ||| (A man in a white cowboy hat; is singing; )","A poodle chokes on a hotdog he attempted to eat much too fast.","contradiction"
"(son; smiling; L:in the bed) ||| (Father; smiling; L:in the bed)","Two people are smiling.","entailment"
"(woman; looking; to the right) ||| (woman; are sitting; on a train) ||| (A man; looking; to the right) ||| (A man; are sitting; on a train)","the married couple were sitting on the train looking off to the prairie out the right window","neutral"
"(concrete; holding; a blue ball) ||| (A dog; runs; on concrete)","There is a dog running outdoors.","entailment"
"(A woman; wearing; a blue checkered shawl) ||| (A woman; sitting; on the corner)","While walking the lady stopped and sat at the corner in her blue checkered shawl to grab something to eat","neutral"
"(purple shirt; sits; with a woman) ||| (blue shorts; sits; with a woman) ||| (a woman; wearing; pink hat; L:on a stone wall) ||| (a woman; wearing; a white shirt on a stone wall) ||| (a woman; wearing; green shorts; L:on a stone wall) ||| (A woman in a yellow hat; sits; with a woman)","The two women are waiting for a bus to pick them up.","neutral"
"(blue shirt; lying; on the road) ||| (Child; dressed; in blue shirt)","The child is ironing his shirt with the pavement.","neutral"
"(A worker; watches; heavy construction on railway lines) ||| (A worker; watches; heavy machines)","A rail road worker taking a nap on his lunch break.","contradiction"
"(A man in a shirt; is taking; a hamburger; off the grill) ||| (a shirt; covered; with leaves)","Bethany was playing ball.","contradiction"
"(hands; stand; behind a white flag) ||| (Men in tuxedos; shaking; hands)","Boys are skateboarding outside of school.","contradiction"
