"Premises","Hypothesis","GoldLabel"
"(An male in a denim shorts; skateboarding; down a path) ||| (a white t - shirt shorts; skateboarding; down a path)","A man wears a white shirt.","entailment"
"(a child; are interacting; L:in a retro - styled room) ||| (A mother; are interacting; L:in a retro - styled room)","The mother is a woman.","entailment"
"(a man; is talking; to them) ||| (A group of people; are sitting; )","People are flying and a woman is leering at them.","contradiction"
"(a young boy; are checking out; L:at the electronics section of Walmart) ||| (A man; are checking out; L:at the electronics section of Walmart)","A child and a man stand beneath flourescent lights.","neutral"
"(a yellow jacket; holding; a black Zales bag) ||| (Older female; walking; down; city sidewalk; L:in a yellow jacket)","A woman hurries home with her new jewelry.","neutral"
"(A man; is; waist deep in water with a box) ||| (A man; is; waist deep in water with a fishing net)","A fisherman attempts to catch enough fish for his whole village.","neutral"
"(Students; sit; in a classroom; with red desks) ||| (Students; waving; at the camera) ||| (Students; sit; in a classroom; with green walls)","The students just recorded a video.","neutral"
"(People; stand; at the Wells train station in Chicago) ||| (People; stand; at the Washington train station in Chicago)","People are in the place they call ""the Windy City"".","entailment"
"(a woman; are looking; over a railing) ||| (A man; are looking; over a railing)","The couple are in the cafe sipping tea.","contradiction"
"(A woman; to climb; onto her bike) ||| (A woman; begins; )","The woman is getting on her bike.","entailment"
"(Two men in jerseys; race; L:in a field athletic event) ||| (Two men in jerseys; race; L:in a track athletic event)","two men are at a cafe eating","contradiction"
"(a woman seated on a wooden plank; teetering; L:over a concrete edge; T:while an amused audience watches) ||| (A costumed man; talks; to a woman)","The man and woman are circus performers.","neutral"
"(while; be photographed; ) ||| (A woman; sticking out; her tongue)","A woman posing for pictures.","neutral"
"(A man in green shorts; jumping; L:in a living room) ||| (A man in yellow shorts; jumping; L:in a living room)","The man bounces in the home.","entailment"
"(A group of at least ten children; surround; a table of snacks including pastries) ||| (A group of at least ten children; surround; a table of snacks including apples) ||| (they; are wearing; award medals around their necks)","The children are eating.","neutral"
"(A person; swimming; L:in water; a small waterfall) ||| (A person; swimming; L:in water; nearby rocks)","A person is drowning in the lake.","contradiction"
"(particularly a pan; filled; with vegetables) ||| (A man in a white sweatshirt; looks; across a barrier to a kitchen)","A man is looking to eat something for dinner.","neutral"
"(a bench; staring; at the amazing mountainous scenery) ||| (A woman; sits; on a bench)","The woman dreams of climbing the mountain.","neutral"
"(A white dog; has; a Frisbee in his mouth) ||| (A black dog; has; a Frisbee in his mouth) ||| (A white dog; is; midjump) ||| (A black dog; is; midjump)","dog jumps in the air to catch a frisbee","neutral"
"(A a female; are reviewing; papers; L:at a hotel lobby desk) ||| (A male; are reviewing; papers; L:at a hotel lobby desk)","A man and a woman are looking at a bill.","neutral"
"(old advertisements; wearing; a short white shirt with jean skirt) ||| (old advertisements; wearing; a short white shirt with jean jacket) ||| (wall; filled; with old advertisements) ||| (Woman; stands; against wall)","The woman is enjoying a cigarette","neutral"
"(A man in a blue hat; is holding; a shopping bag) ||| (A man in black clothes; is holding; a shopping bag) ||| (A man in a blue hat; is taking; a drink) ||| (A man in black clothes; is taking; a drink)","The man is eating a doughnut.","contradiction"
"(a child in white shirts; are standing; in the road) ||| (A group of men; are standing; in the road)","The group of men and the child are sitting on chairs.","contradiction"
"(woman; are dancing closely; ) ||| (A man; are dancing closely; )","Two people are boggying down closely.","entailment"
"(three kids; play; L:at a park) ||| (A woman; play; L:at a park)","A woman is reading a book.","contradiction"
"(The spray from water; is reflecting; the sunlight) ||| (water; ejected; by a woman's hair)","Woman standing in the sun","entailment"
"(one; kicking; the other; L:in the face) ||| (Two black belts; sparring; )","Yellow belts are talking to each other.","contradiction"
"(a young girl; playing; Pokemon) ||| (a young girl; are sitting; on hardwood floors) ||| (A young boy; playing; Pokemon) ||| (A young boy; are sitting; on hardwood floors)","The children are having fun with playing pokemon.","neutral"
"(Players in the white uniforms; are standing; on a soccer field) ||| (Players in the red uniforms; are standing; on a soccer field) ||| (bystanders; are standing; on a soccer field)","The players in the red and white uniforms just won the championship.","neutral"
"(a grip stand; writing; L:on a note pad) ||| (A man; is standing; beside a grip stand)","The man is singing and performing on stage.","contradiction"
"(A man in jeans; to be working; on some piping system) ||| (A man in jeans; appears; ) ||| (A man in a black shirt; to be working; on some piping system) ||| (A man in a black shirt; appears; )","A child plays on a jungle gym.","contradiction"
"(This person; reading; a newspaper) ||| (This person; is sitting; on a teal bench)","The person is reading a novel inside.","contradiction"
"(Children; are practicing; judo; L:on white mats) ||| (Children; are practicing; judo on red mats)","Kids practice a martial art on padded flooring.","entailment"
"(A cyclist; is facing; a woman) ||| (A cyclist; is sitting down; )","A cat is eating food.","contradiction"
"(brown dog; running; on grass) ||| (Black dog; running; on grass)","A dog runs on the grass.","entailment"
"(Man in black baseball cap; juggling; L:on a street) ||| (black jacket; juggling; L:on a street)","A man is seen performing a juggling activity.","entailment"
"(his donkey; hauling; hay; down a path) ||| (A man; hauling; hay; down a path)","He is good pets with his pet.","neutral"
"(A man; handling; fishing nets) ||| (A man; stands; on a blue boat)","a man is at home sleeping","contradiction"
"(A woman; holding; a blown up of Incredible Hulk) ||| (A woman; is sitting; on a lawn chair)","The woman is advertising.","neutral"
"(boy; are flying together; a kite) ||| (A man; are flying; a kite; T:together)","The father and son are sitting quietly in church.","contradiction"
"(Workers; kneel; L:on the ground; L:near a white barricades) ||| (Workers; kneel; L:on the ground; L:near a red barricades) ||| (Workers; kneel; L:on the ground; L:near a yellow truck)","The workers are dancing in a nightclub.","contradiction"
"(two white dogs; fighting; L:in the snow) ||| (two black dogs; fighting; L:in the snow)","A couple animals are competing outside.","entailment"
"(a bench; looking; in the distance) ||| (A couple; sits; on a bench)","A couple sits together in silence, holding hands.","neutral"
"(a bowling alley; standing; in front of a lane with a black bowling ball in it) ||| (A guy; wearing; all black; L:at a bowling alley)","The man is floating in outer space.","contradiction"
"(Man in blue jeans; is adjusting; his fly) ||| (Man in red shirt; is adjusting; his fly)","A man fixes his zipper","entailment"
"(Men in similar white jackets; are; on a bus with the same colors on the side) ||| (Men in similar blue jackets; are; on a bus with the same colors on the side)","the two men are wearing black and white while riding in a blue bus","contradiction"
"(a truck; sprayed; with graffiti outside a Chinese supermarket) ||| (A delivery driver; sits; in a truck)","The driver is making a right turn on the road.","contradiction"
"(a female woman; are working hard; ) ||| (A male; are working hard; )","The male and female are lazy.","contradiction"
"(A crane, with the letters ""LIEBHERR"" on it; to be demolishing; a dark gray building with graffiti on it) ||| (A crane, with the letters ""LIEBHERR"" on it; seems; )","The crane is idle with noone controlling it.","contradiction"
"(a wall; painted; with antique advertisements) ||| (Person; holding; boxes; L:in a street; L:in front of a wall)","The woman is shopping and carrying her purchases.","neutral"
"(a boy; are walking; ) ||| (a girl; are walking; )","A girl and boy sitting on a bed.","contradiction"
"(the street waving flags; showing; the color spectrum) ||| (A group of youths; march; down the street waving flags)","The youth are LGBT.","neutral"
"(a white dog; jumps; on the sidewalk) ||| (a brown dog; jumps; on the sidewalk)","the people were on concrete","contradiction"
"(some; carrying; flags or banners) ||| (A large group of people; walking; L:down a street)","There are people outdoors.","entailment"
"(A little boy; makes; a makeshift shop; out of his toys) ||| (A little boy; makes; a makeshift shop; out of chairs)","The boy is not doing anything","contradiction"
